"trip_id","driver_id","driver_name","rider_id","city","pickup_lat","pickup_lng","drop_lat","drop_lng","distance_km","fare_amount","status","payment_method","pickup_date","pickup_time","drop_date","drop_time"
"1769","2125","Christina Ford","47448","Seattle","37.973","-86.2085","37.9412","-86.2528","8.15","14.27","Completed","UPI","2023-01-02","05:28:00","2023-01-02","05:52:27"
"1770","7764","Shane Martinez","53570","New York","40.4844","-104.529","40.4797","-104.564","6.14","16.32","Completed","Card","2023-01-02","05:29:00","2023-01-02","05:47:25"
"1771","6101","Joseph Miller","54242","Chicago","40.3654","-110.366","40.4002","-110.375","3.2","5.46","Completed","UPI","2023-01-02","05:30:00","2023-01-02","05:39:36"
"1772","8843","Shannon Chavez","86328","San Francisco","39.1777","-119.525","39.154","-119.505","8.3","15.8","Completed","Card","2023-01-02","05:31:00","2023-01-02","05:55:54"
"1773","1072","Ryan Davidson","22598","San Francisco","38.0663","-110.196","38.064","-110.244","9.82","24.33","Completed","Cash","2023-01-02","05:32:00","2023-01-02","06:01:27"
"1774","6472","Amber Goodwin","55244","Boston","38.2343","-119.365","38.24","-119.392","2.13","6.59","Completed","Cash","2023-01-02","05:33:00","2023-01-02","05:39:23"
"1775","6189","Cheryl Kennedy","80278","Los Angeles","38.9553","-89.5516","38.9481","-89.5462","10.09","24.81","Completed","Card","2023-01-02","05:34:00","2023-01-02","06:04:16"
"1776","3472","Mark Jenkins","77277","Chicago","40.9288","-101.216","40.9778","-101.174","9.06","15.59","Completed","Wallet","2023-01-02","05:35:00","2023-01-02","06:02:10"
"1777","1707","Victor Robinson","54545","New York","37.4441","-83.3638","37.467","-83.3981","6.79","13.76","Completed","Wallet","2023-01-02","05:36:00","2023-01-02","05:56:22"
"1778","2804","Joshua Henderson","85242","Chicago","38.4557","-100.473","38.5009","-100.508","4.3","11.86","Completed","Cash","2023-01-02","05:37:00","2023-01-02","05:49:54"
"1779","7704","Andrew Malone","30208","Chicago","40.4437","-102.303","40.4146","-102.309","4.53","12.14","Completed","UPI","2023-01-02","05:38:00","2023-01-02","05:51:35"
"1780","4713","Brian Bowman","79377","Chicago","40.847","-80.3797","40.8467","-80.4275","6.44","13.69","Completed","Card","2023-01-02","05:39:00","2023-01-02","05:58:19"
"1781","6051","Megan Ford","56747","Los Angeles","37.2025","-93.3648","37.2148","-93.3488","16.81","35.83","Completed","Cash","2023-01-02","05:40:00","2023-01-02","06:30:25"
"1782","3475","Deborah Vega","31451","Chicago","39.3572","-75.7335","39.3283","-75.7085","7.73","18.56","Completed","Card","2023-01-02","05:41:00","2023-01-02","06:04:11"
"1783","4610","Jamie Sosa","94281","San Francisco","39.4173","-106.901","39.3971","-106.948","6.35","15.16","Completed","Cash","2023-01-02","05:42:00","2023-01-02","06:01:03"
"1784","5255","Kevin Martin","54604","Boston","39.0183","-90.6314","39.0005","-90.6488","5.23","14.42","Completed","Card","2023-01-02","05:43:00","2023-01-02","05:58:41"
"1785","8397","Margaret Campbell","34935","Seattle","37.1725","-78.4028","37.2056","-78.4455","9.03","15.78","No-Show","Cash","2023-01-02","05:44:00","2023-01-02","06:11:05"
"1786","2735","Melanie Allen","73655","Seattle","38.2705","-93.8806","38.225","-93.838","6.84","18.41","No-Show","Wallet","2023-01-02","05:45:00","2023-01-02","06:05:31"
"1787","9258","Amanda Vang","69153","Chicago","38.761","-109.215","38.759","-109.262","2.01","7.2","Completed","Card","2023-01-02","05:46:00","2023-01-02","05:52:01"
"1788","8979","Lori Nguyen","39069","New York","38.9509","-103.026","38.9618","-103.008","9.32","24.7","Completed","Card","2023-01-02","05:47:00","2023-01-02","06:14:57"
"1789","3428","Phyllis Hill","31016","San Francisco","40.8624","-91.758","40.8125","-91.7642","9.12","23.02","Completed","Cash","2023-01-02","05:48:00","2023-01-02","06:15:21"
"1790","8426","Christopher Hardin","19571","Chicago","38.2192","-110.097","38.2589","-110.048","3.82","13.6","Completed","UPI","2023-01-02","05:49:00","2023-01-02","06:00:27"
"1791","9533","David Johnson","75583","Los Angeles","37.2366","-97.8347","37.2696","-97.8828","5.7","13.64","Completed","Card","2023-01-02","05:50:00","2023-01-02","06:07:06"
"1792","6249","Jason Kelly","19647","Chicago","37.4803","-87.1735","37.5186","-87.175","9.21","19.92","Completed","UPI","2023-01-02","05:51:00","2023-01-02","06:18:37"
"1793","6291","Kimberly Hernandez","85828","Boston","38.4104","-101.157","38.3864","-101.113","11.57","31.59","Completed","Cash","2023-01-02","05:52:00","2023-01-02","06:26:42"
"1794","3817","Jessica Gonzalez","12288","Seattle","40.114","-97.6001","40.1219","-97.6381","5.61","13.72","Completed","Card","2023-01-02","05:53:00","2023-01-02","06:09:49"
"1795","4874","Dana Gross","49816","San Francisco","39.4288","-95.6719","39.4487","-95.7024","3.33","8.03","Completed","Card","2023-01-02","05:54:00","2023-01-02","06:03:59"
"1796","5211","Tina Jackson","43977","Boston","40.1278","-74.5278","40.0947","-74.5036","9.67","22.35","Completed","Wallet","2023-01-02","05:55:00","2023-01-02","06:24:00"
"1797","1661","Nancy Mercer","93084","Boston","40.6738","-88.7501","40.7068","-88.7135","1.24","6.35","Completed","Cash","2023-01-02","05:56:00","2023-01-02","05:59:43"
"1798","4374","Allison Jones","56016","Los Angeles","37.4833","-87.3213","37.461","-87.3301","3.45","9.55","Completed","UPI","2023-01-02","05:57:00","2023-01-02","06:07:21"
"1799","1207","Michael Mclaughlin","52982","Seattle","39.1093","-100.225","39.0857","-100.21","8.44","14.97","Completed","Card","2023-01-02","05:58:00","2023-01-02","06:23:19"
"1800","3665","Brittney Robertson","99994","Chicago","39.4988","-115.935","39.4746","-115.94","6.92","13.69","Completed","Card","2023-01-02","05:59:00","2023-01-02","06:19:45"
"1801","3493","Mr. James Pratt","35656","Boston","38.6673","-97.12","38.6348","-97.1603","6.99","19.44","Completed","Card","2023-01-02","06:00:00","2023-01-02","06:20:58"
"1802","7813","Mr. Eric Alvarez","91602","San Francisco","38.8113","-95.7669","38.8281","-95.7475","8.85","19.98","Completed","Card","2023-01-02","06:01:00","2023-01-02","06:27:33"
"1803","1632","Eric Chambers","50813","Chicago","37.3372","-121.167","37.3379","-121.147","2.96","9.91","Completed","Card","2023-01-02","06:02:00","2023-01-02","06:10:52"
"1804","4083","Carrie Arnold","42023","Boston","37.2347","-104.203","37.2271","-104.165","10.6","23.74","Cancelled","Cash","2023-01-02","06:03:00","2023-01-02","06:34:48"
"1805","4719","Aaron Neal","79075","Seattle","37.1718","-104.8","37.1513","-104.813","6.83","16.12","Completed","Cash","2023-01-02","06:04:00","2023-01-02","06:24:29"
"1806","8123","Amanda Coleman","88256","New York","39.6226","-79.098","39.6033","-79.0598","8.15","19.09","Completed","UPI","2023-01-02","06:05:00","2023-01-02","06:29:27"
"1807","2679","James David","36279","Seattle","37.4034","-84.2598","37.4395","-84.2666","2.57","10.19","Completed","Wallet","2023-01-02","06:06:00","2023-01-02","06:13:42"
"1808","1236","Jerry Small","55902","Seattle","38.474","-118.013","38.4812","-118.007","9.89","24.55","Completed","Cash","2023-01-02","06:07:00","2023-01-02","06:36:40"
"1809","8446","Barbara Johnson","24069","New York","40.6683","-87.8047","40.6773","-87.7703","8.8","22.96","Completed","Wallet","2023-01-02","06:08:00","2023-01-02","06:34:24"
"1810","5443","Erika Duncan","90837","New York","37.671","-94.4828","37.6753","-94.4355","8.19","16.22","Completed","Cash","2023-01-02","06:09:00","2023-01-02","06:33:34"
"1811","7770","Sandra Wyatt","95331","Boston","38.8914","-91.9569","38.9303","-91.9384","6.24","13.15","Completed","Wallet","2023-01-02","06:10:00","2023-01-02","06:28:43"
"1812","7099","Nicole Peterson","77073","Los Angeles","39.9178","-119.71","39.9356","-119.676","13.98","26.52","Completed","Wallet","2023-01-02","06:11:00","2023-01-02","06:52:56"
"1813","9555","Jessica Santiago","65221","Boston","37.9906","-105.396","37.9707","-105.445","2.95","7.64","Completed","Cash","2023-01-02","06:12:00","2023-01-02","06:20:51"
"1814","3368","Stephanie Nielsen","58943","San Francisco","37.0874","-121.129","37.0779","-121.16","10.35","20.93","Completed","Cash","2023-01-02","06:13:00","2023-01-02","06:44:03"
"1815","1285","Dylan Brewer","98929","Seattle","40.1115","-108.313","40.1194","-108.34","3.6","9.62","Completed","UPI","2023-01-02","06:14:00","2023-01-02","06:24:48"
"1816","1148","Mr. Zachary Johnson MD","68669","Seattle","39.9149","-79.9894","39.8998","-79.9451","9.93","20.58","Cancelled","UPI","2023-01-02","06:15:00","2023-01-02","06:44:47"
"1817","5037","Patricia Olson","75464","New York","40.9199","-85.1391","40.8984","-85.1317","3.04","8.31","Completed","UPI","2023-01-02","06:16:00","2023-01-02","06:25:07"
"1818","7549","Veronica Johnson","56174","Seattle","39.426","-88.9131","39.4666","-88.8788","3.19","8.94","Completed","UPI","2023-01-02","06:17:00","2023-01-02","06:26:34"
"1819","8121","Brian Johnson","75691","Boston","38.2366","-73.843","38.2851","-73.8124","4.94","11.54","Cancelled","UPI","2023-01-02","06:18:00","2023-01-02","06:32:49"
"1820","5895","Chelsea Wiley","97731","New York","37.5188","-117.286","37.5578","-117.331","9.44","23.06","Cancelled","Wallet","2023-01-02","06:19:00","2023-01-02","06:47:19"
"1821","6280","James Ryan","47652","San Francisco","37.3956","-113.86","37.4072","-113.822","10.28","19.22","No-Show","Card","2023-01-02","06:20:00","2023-01-02","06:50:50"
"1822","2012","Joshua Bryant","90109","Los Angeles","39.5516","-91.7586","39.5948","-91.7897","11.02","17.64","Completed","Wallet","2023-01-02","06:21:00","2023-01-02","06:54:03"
"1823","3785","Peter Guzman","75366","Los Angeles","38.3973","-87.2947","38.4159","-87.2616","2.22","6.97","Completed","UPI","2023-01-02","06:22:00","2023-01-02","06:28:39"
"1824","4725","Jason Summers","17977","Los Angeles","40.3276","-82.1696","40.3745","-82.2139","7.63","19.12","Completed","UPI","2023-01-02","06:23:00","2023-01-02","06:45:53"
"1825","5576","Ralph Middleton","48924","New York","37.4981","-81.2872","37.5014","-81.335","7.1","14.01","Cancelled","Cash","2023-01-02","06:24:00","2023-01-02","06:45:18"
"1826","6782","Jason Rivera","31804","Boston","40.856","-107.676","40.8226","-107.626","12.33","18.17","Completed","Card","2023-01-02","06:25:00","2023-01-02","07:01:59"
"1827","7257","Tracy Hill","38853","Chicago","37.2393","-95.9851","37.2588","-95.9446","0.94","5.75","Cancelled","UPI","2023-01-02","06:26:00","2023-01-02","06:28:49"
"1828","3408","Bradley Ross","40610","San Francisco","40.1274","-78.4719","40.1476","-78.4964","9.1","18.92","Completed","Card","2023-01-02","06:27:00","2023-01-02","06:54:18"
"1829","1340","Ashley Walters","15274","New York","40.1116","-87.358","40.1031","-87.3829","6.12","13.77","Completed","Cash","2023-01-02","06:28:00","2023-01-02","06:46:21"
"1830","3817","Jessica Gonzalez","95927","San Francisco","39.4527","-87.5098","39.4931","-87.515","8.94","25.46","Completed","UPI","2023-01-02","06:29:00","2023-01-02","06:55:49"
"1831","3496","Amy Miller","80394","New York","40.9703","-111.086","40.9216","-111.067","2.92","8.39","Cancelled","Cash","2023-01-02","06:30:00","2023-01-02","06:38:45"
"1832","6962","Cole Brown","90743","Los Angeles","37.018","-85.6097","36.9817","-85.5615","7.46","13.07","Completed","Wallet","2023-01-02","06:31:00","2023-01-02","06:53:22"
"1833","6299","Denise Hernandez","70323","San Francisco","38.8607","-73.4229","38.8639","-73.4554","8.42","21.79","No-Show","Wallet","2023-01-02","06:32:00","2023-01-02","06:57:15"
"1834","8574","Chelsey Jackson","47446","Chicago","37.4231","-115.622","37.407","-115.616","10.95","26.32","Completed","UPI","2023-01-02","06:33:00","2023-01-02","07:05:51"
"1835","2689","Martha Harris MD","74374","Los Angeles","39.0594","-116.822","39.0825","-116.82","11.4","29.27","Completed","Cash","2023-01-02","06:34:00","2023-01-02","07:08:12"
"1836","4267","Melissa Nguyen","71011","Los Angeles","37.7825","-77.6732","37.819","-77.6994","3.06","7","No-Show","Card","2023-01-02","06:35:00","2023-01-02","06:44:10"
"1837","5406","Lisa Burke","32423","Chicago","38.7857","-85.8319","38.8145","-85.7917","8.21","21.81","Completed","UPI","2023-01-02","06:36:00","2023-01-02","07:00:37"
"1838","9453","Christian Davis","91596","Chicago","37.1521","-98.8446","37.1847","-98.8691","6.97","13.7","Completed","Card","2023-01-02","06:37:00","2023-01-02","06:57:54"
"1839","2442","Austin Page","25963","Los Angeles","38.8131","-107.645","38.8393","-107.624","4.31","7.29","Completed","Cash","2023-01-02","06:38:00","2023-01-02","06:50:55"
"1840","9597","William Cordova MD","96896","Chicago","39.6671","-111.653","39.6501","-111.688","5.71","12.95","Completed","Wallet","2023-01-02","06:39:00","2023-01-02","06:56:07"
"1841","5437","Derrick Smith","11699","Seattle","40.516","-107.598","40.5546","-107.624","6.35","19.26","Completed","UPI","2023-01-02","06:40:00","2023-01-02","06:59:03"
"1842","6435","Devin Carey","33218","Los Angeles","40.7095","-73.0651","40.6748","-73.0983","8.01","15.13","No-Show","UPI","2023-01-02","06:41:00","2023-01-02","07:05:01"
"1843","9435","Michael Jenkins","70960","Boston","38.4134","-115.472","38.3934","-115.429","6.4","13.06","Completed","Card","2023-01-02","06:42:00","2023-01-02","07:01:12"
"1844","5107","Jeff Martin","36676","New York","40.2308","-104.323","40.2745","-104.351","4.46","9.35","No-Show","Cash","2023-01-02","06:43:00","2023-01-02","06:56:22"
"1845","1560","Hannah Murphy","35289","Seattle","40.5169","-81.1999","40.4962","-81.2007","8.35","15.89","Completed","Wallet","2023-01-02","06:44:00","2023-01-02","07:09:03"
"1846","9785","Tracy Smith","61237","Boston","40.8783","-87.5084","40.841","-87.4993","6.72","9.59","Completed","Wallet","2023-01-02","06:45:00","2023-01-02","07:05:09"
"1847","6548","Joseph Larson","93371","New York","38.7583","-114.865","38.7721","-114.855","4.77","12.76","Completed","Card","2023-01-02","06:46:00","2023-01-02","07:00:18"
"1848","2826","Jeremy Ford","93317","New York","40.2783","-78.0929","40.2812","-78.0805","4.26","11.86","Completed","Card","2023-01-02","06:47:00","2023-01-02","06:59:46"
"1849","8629","Mark Turner","67768","Boston","38.0415","-90.791","38.0262","-90.8095","4.39","12.04","Completed","Cash","2023-01-02","06:48:00","2023-01-02","07:01:10"
"1850","9325","Rachel Mendoza","60180","New York","40.0695","-74.0997","40.107","-74.1024","8.65","17.8","Completed","Card","2023-01-02","06:49:00","2023-01-02","07:14:57"
"1851","4138","Ronald Keith","43458","New York","40.1984","-98.3685","40.1751","-98.3909","10.05","20.29","Completed","Cash","2023-01-02","06:50:00","2023-01-02","07:20:09"
"1852","8693","Erika Bradley","17898","Seattle","40.4148","-75.4708","40.3793","-75.443","5.44","16.5","Cancelled","Wallet","2023-01-02","06:51:00","2023-01-02","07:07:19"
"1853","9264","Heather Hoover","67115","Seattle","40.2526","-99.9814","40.2094","-99.9883","3.21","8.94","Completed","Card","2023-01-02","06:52:00","2023-01-02","07:01:37"
"1854","8842","Phillip Rodriguez","46347","Los Angeles","40.1448","-100.73","40.1835","-100.78","4.37","10.77","Cancelled","Cash","2023-01-02","06:53:00","2023-01-02","07:06:06"
"1855","7721","Kyle Guzman","87252","New York","39.7315","-77.8492","39.6988","-77.8399","10.76","25.71","Completed","UPI","2023-01-02","06:54:00","2023-01-02","07:26:16"
"1856","8002","Michael Vaughan","64544","Chicago","37.4439","-86.9256","37.4771","-86.8769","9.35","22.28","Completed","Cash","2023-01-02","06:55:00","2023-01-02","07:23:03"
"1857","5225","Jon Brooks","84503","New York","38.4882","-108.371","38.4993","-108.39","9.32","16.9","Completed","Wallet","2023-01-02","06:56:00","2023-01-02","07:23:57"
"1858","3978","Evelyn James","93985","San Francisco","37.9876","-108.16","37.9737","-108.151","7.07","11.64","Completed","Cash","2023-01-02","06:57:00","2023-01-02","07:18:12"
"1859","8373","Douglas Cole","69122","Los Angeles","38.7321","-110.216","38.7439","-110.246","11.57","19.95","Completed","Card","2023-01-02","06:58:00","2023-01-02","07:32:42"
"1860","6907","Laura Lewis","84356","Los Angeles","40.6664","-88.7473","40.6578","-88.7598","9.93","24.45","Completed","UPI","2023-01-02","06:59:00","2023-01-02","07:28:47"
"1861","7097","Alex Salas","10040","New York","39.4561","-120.841","39.4616","-120.881","8.93","21.63","Completed","Wallet","2023-01-02","07:00:00","2023-01-02","07:26:47"
"1862","6656","Cody Saunders","67642","San Francisco","37.3357","-92.8407","37.3589","-92.8423","9.34","23.04","Completed","Cash","2023-01-02","07:01:00","2023-01-02","07:29:01"
"1863","9984","Alan Wang","55264","Seattle","38.1944","-75.3923","38.1492","-75.35","4.82","13.36","Completed","Wallet","2023-01-02","07:02:00","2023-01-02","07:16:27"
"1864","5259","Jordan Davis","76414","San Francisco","40.4074","-119.695","40.4331","-119.715","4.5","13.43","Completed","Card","2023-01-02","07:03:00","2023-01-02","07:16:30"
"1865","9286","Anthony Medina","40383","Los Angeles","38.5012","-106.193","38.4757","-106.237","5.36","11.04","Completed","Card","2023-01-02","07:04:00","2023-01-02","07:20:04"
"1866","6901","Michael Garza","85538","Boston","37.0288","-95.1428","37.0234","-95.1356","10.45","23.81","Completed","UPI","2023-01-02","07:05:00","2023-01-02","07:36:21"
"1867","5917","Melissa Wiley","66555","San Francisco","40.1018","-85.1246","40.1128","-85.105","5.39","14.67","Completed","Cash","2023-01-02","07:06:00","2023-01-02","07:22:10"
"1868","9429","Christopher Vega","74002","New York","37.5627","-89.0806","37.5558","-89.0389","9.02","22.4","Cancelled","UPI","2023-01-02","07:07:00","2023-01-02","07:34:03"
"1869","3530","Ashley Maxwell","67726","Seattle","37.4878","-78.7864","37.5229","-78.7592","6.64","11.92","Completed","Card","2023-01-02","07:08:00","2023-01-02","07:27:55"
"1870","2960","Audrey Nguyen","76986","Chicago","39.4673","-109.533","39.5065","-109.513","9.93","24.39","Completed","Card","2023-01-02","07:09:00","2023-01-02","07:38:47"
"1871","8045","Rachel Jones","64525","Boston","39.2758","-82.0521","39.3097","-82.0989","3.77","9.18","Completed","Cash","2023-01-02","07:10:00","2023-01-02","07:21:18"
"1872","2048","Dr. Kenneth Dillon","61747","New York","38.4441","-111.11","38.4422","-111.097","3.94","12.5","Cancelled","Card","2023-01-02","07:11:00","2023-01-02","07:22:49"
"1873","6772","Michael Barker","95509","New York","37.8306","-106.125","37.8648","-106.174","6.99","15.99","Completed","UPI","2023-01-02","07:12:00","2023-01-02","07:32:58"
"1874","3529","Devin Ellis","20727","Seattle","37.4142","-109.87","37.4044","-109.866","7.6","13.97","Completed","UPI","2023-01-02","07:13:00","2023-01-02","07:35:48"
"1875","3964","Thomas Jones","64061","Boston","37.4864","-88.2569","37.5095","-88.2977","6.25","16.61","Cancelled","UPI","2023-01-02","07:14:00","2023-01-02","07:32:45"
"1876","8137","Justin Mckinney","51979","Seattle","39.9428","-114.038","39.9211","-113.994","11.41","28.45","Completed","Card","2023-01-02","07:15:00","2023-01-02","07:49:13"
"1877","1963","Ian Goodwin","87236","Chicago","40.6011","-104.804","40.6504","-104.816","5.51","14.84","Completed","Cash","2023-01-02","07:16:00","2023-01-02","07:32:31"
"1878","1536","Linda Harvey","64693","Boston","39.2478","-93.7322","39.2651","-93.7178","3.73","11.52","Completed","Cash","2023-01-02","07:17:00","2023-01-02","07:28:11"
"1879","8340","Jason Martin","88846","Los Angeles","39.5832","-112.441","39.6167","-112.482","12.54","17.42","Completed","Card","2023-01-02","07:18:00","2023-01-02","07:55:37"
"1880","8179","Nancy Diaz","83506","New York","40.8927","-78.13","40.9303","-78.1669","3.01","10.6","Completed","Wallet","2023-01-02","07:19:00","2023-01-02","07:28:01"
"1881","8967","Jesse Trujillo","80817","Los Angeles","37.0626","-75.074","37.0853","-75.1174","3.84","7.89","Completed","UPI","2023-01-02","07:20:00","2023-01-02","07:31:31"
"1882","9734","Matthew Smith","62973","Los Angeles","37.6237","-90.2423","37.626","-90.266","11.55","27.29","Completed","UPI","2023-01-02","07:21:00","2023-01-02","07:55:39"
"1883","1845","Jane Walker","55489","Los Angeles","38.8807","-115.127","38.9235","-115.117","9.11","13.28","Completed","UPI","2023-01-02","07:22:00","2023-01-02","07:49:19"
"1884","6777","James Baker","77363","Chicago","37.352","-107.104","37.3883","-107.139","7.96","20.34","Completed","Wallet","2023-01-02","07:23:00","2023-01-02","07:46:52"
"1885","4036","Eric Bailey","79647","Seattle","38.0475","-76.106","38.043","-76.1224","6.45","19.79","Completed","Cash","2023-01-02","07:24:00","2023-01-02","07:43:21"
"1886","6947","Anthony Carey II","58086","New York","38.5509","-118.705","38.5139","-118.732","4.07","14.11","Completed","UPI","2023-01-02","07:25:00","2023-01-02","07:37:12"
"1887","3494","Kristen Smith","51579","Los Angeles","39.8243","-78.5524","39.7808","-78.5999","7.12","17.25","Completed","Cash","2023-01-02","07:26:00","2023-01-02","07:47:21"
"1888","3719","Mary Jones","10688","Los Angeles","37.5285","-105.955","37.4934","-105.91","7.88","20.21","Cancelled","Card","2023-01-02","07:27:00","2023-01-02","07:50:38"
"1889","2884","Julie Fisher","20304","Los Angeles","39.4068","-82.5861","39.3688","-82.5848","4.63","9.95","Cancelled","UPI","2023-01-02","07:28:00","2023-01-02","07:41:53"
"1890","5349","Teresa Anderson","22862","San Francisco","37.2073","-107.866","37.2068","-107.866","5.67","13.06","Cancelled","Cash","2023-01-02","07:29:00","2023-01-02","07:46:00"
"1891","6179","Sandra Arnold","81752","New York","38.789","-74.889","38.8058","-74.9309","6.71","14.34","Completed","UPI","2023-01-02","07:30:00","2023-01-02","07:50:07"
"1892","7610","Oscar Villanueva","94171","Los Angeles","37.3947","-109.423","37.4383","-109.427","5.52","15.25","Completed","Cash","2023-01-02","07:31:00","2023-01-02","07:47:33"
"1893","7430","Michael Fleming","61453","Chicago","38.993","-114.674","38.99","-114.667","6.47","17.44","Completed","UPI","2023-01-02","07:32:00","2023-01-02","07:51:24"
"1894","8154","Miguel Knight","87371","San Francisco","38.662","-117.457","38.6289","-117.48","6.38","12.32","Completed","UPI","2023-01-02","07:33:00","2023-01-02","07:52:08"
"1895","7488","Kelly Molina","64800","San Francisco","38.5183","-106.359","38.527","-106.316","3.9","11.81","Completed","UPI","2023-01-02","07:34:00","2023-01-02","07:45:42"
"1896","5737","Michelle Franklin","85970","Seattle","40.2494","-109.635","40.2409","-109.665","2.47","7.79","Completed","Wallet","2023-01-02","07:35:00","2023-01-02","07:42:24"
"1897","7525","Michael Shannon","41269","Boston","39.065","-117.84","39.0304","-117.879","4.85","15.84","Completed","UPI","2023-01-02","07:36:00","2023-01-02","07:50:33"
"1898","4850","Wendy Todd","81198","Chicago","38.087","-117.134","38.0886","-117.087","9.19","17.09","Completed","Cash","2023-01-02","07:37:00","2023-01-02","08:04:34"
"1899","1689","John Haley","95861","Boston","40.2515","-104.092","40.2275","-104.115","6.49","18.79","Cancelled","UPI","2023-01-02","07:38:00","2023-01-02","07:57:28"
"1900","6175","Regina Martinez","56873","San Francisco","39.083","-101.095","39.0695","-101.071","6.69","15.18","Completed","Cash","2023-01-02","07:39:00","2023-01-02","07:59:04"
"1901","9648","Amy Price","96668","Boston","40.9021","-94.3823","40.9412","-94.4083","3.26","10.7","Completed","Wallet","2023-01-02","07:40:00","2023-01-02","07:49:46"
"1902","6078","Mrs. Vicki Gonzalez","82948","Seattle","38.9804","-103.495","38.9967","-103.459","9.01","17.11","Completed","Card","2023-01-02","07:41:00","2023-01-02","08:08:01"
"1903","6448","Kimberly Boyle","55330","Boston","40.3008","-107.272","40.268","-107.32","4.41","10.17","Completed","Wallet","2023-01-02","07:42:00","2023-01-02","07:55:13"
"1904","2179","Sophia Anderson","93167","Boston","37.0055","-80.9919","37.0527","-80.9754","10.22","25.97","Completed","UPI","2023-01-02","07:43:00","2023-01-02","08:13:39"
"1905","7406","Brian Bell","55594","Los Angeles","38.005","-82.614","38.0235","-82.6462","3.45","9.7","Completed","UPI","2023-01-02","07:44:00","2023-01-02","07:54:21"
"1906","9591","Chad Bailey","19465","San Francisco","37.1181","-74.7626","37.1091","-74.7985","7.63","11.57","Completed","Wallet","2023-01-02","07:45:00","2023-01-02","08:07:53"
"1907","7907","Helen Alvarez","82422","Boston","39.1924","-104.751","39.1461","-104.787","9.7","17.9","Completed","Card","2023-01-02","07:46:00","2023-01-02","08:15:06"
"1908","9800","Andre Hall","66627","Seattle","38.8921","-97.6703","38.8792","-97.7122","8.75","17.2","Completed","Wallet","2023-01-02","07:47:00","2023-01-02","08:13:15"
"1909","2638","Jason Keith","14705","Chicago","40.0336","-102.748","40.08","-102.7","10.05","23.06","No-Show","Cash","2023-01-02","07:48:00","2023-01-02","08:18:09"
"1910","6671","Michael Hayes","61391","Los Angeles","37.4512","-95.3338","37.4028","-95.3418","7.71","15.25","Completed","Cash","2023-01-02","07:49:00","2023-01-02","08:12:07"
"1911","7928","Nicole Owen","43465","San Francisco","40.3216","-88.5569","40.3713","-88.5107","4.75","8.84","Completed","UPI","2023-01-02","07:50:00","2023-01-02","08:04:15"
"1912","2382","Lori Ochoa","12066","San Francisco","37.2887","-75.0324","37.3209","-75.0741","12.73","28.25","Completed","Wallet","2023-01-02","07:51:00","2023-01-02","08:29:11"
"1913","2403","Scott Burns","47442","New York","40.379","-118.9","40.383","-118.944","4.96","15.1","Completed","Card","2023-01-02","07:52:00","2023-01-02","08:06:52"
"1914","4292","Carl Michael","70421","San Francisco","39.2052","-99.0581","39.1999","-99.011","7.28","13.65","Completed","Wallet","2023-01-02","07:53:00","2023-01-02","08:14:50"
"1915","1419","Joshua Taylor","95132","Boston","37.3652","-118.393","37.3413","-118.362","5.05","15.29","Completed","Card","2023-01-02","07:54:00","2023-01-02","08:09:09"
"1916","5517","Nicholas Baker","40445","New York","37.1239","-86.9243","37.1178","-86.9482","7.76","20.55","Completed","Cash","2023-01-02","07:55:00","2023-01-02","08:18:16"
"1917","4302","Gwendolyn Johnson","46581","San Francisco","40.1914","-87.4101","40.1864","-87.4038","12.01","26.59","Cancelled","Wallet","2023-01-02","07:56:00","2023-01-02","08:32:01"
"1918","8857","Karen Murray","44920","Los Angeles","38.2685","-83.7276","38.3057","-83.754","6.85","10.14","Completed","UPI","2023-01-02","07:57:00","2023-01-02","08:17:33"
"1919","8870","Mariah Watkins","38503","San Francisco","40.7804","-103.65","40.8157","-103.657","3.45","8.24","Cancelled","Cash","2023-01-02","07:58:00","2023-01-02","08:08:21"
"1920","6693","Joshua Keith","50457","Seattle","40.95","-86.8874","40.9557","-86.8464","1.5","7.43","Completed","Card","2023-01-02","07:59:00","2023-01-02","08:03:30"
"1921","1767","Thomas Cannon","53791","Seattle","40.2085","-109.313","40.1833","-109.294","2.63","10.36","Completed","UPI","2023-01-02","08:00:00","2023-01-02","08:07:53"
"1922","3044","David Rice","58406","Los Angeles","40.0492","-77.6751","40.0107","-77.7167","6.21","14.12","Completed","UPI","2023-01-02","08:01:00","2023-01-02","08:19:37"
"1923","2549","Caitlin Mccormick","36926","San Francisco","39.8642","-119.739","39.8871","-119.736","5.31","17.31","Completed","Card","2023-01-02","08:02:00","2023-01-02","08:17:55"
"1924","7140","Lori Rodriguez","88859","San Francisco","37.7952","-74.7681","37.8185","-74.7278","7.68","17.66","Cancelled","Wallet","2023-01-02","08:03:00","2023-01-02","08:26:02"
"1925","4716","Christina Green","64939","Boston","37.6152","-120.312","37.6624","-120.263","11.05","30.44","Completed","Cash","2023-01-02","08:04:00","2023-01-02","08:37:09"
"1926","5481","Jennifer Powers","86876","San Francisco","38.6176","-88.0341","38.6412","-87.986","11.64","27.65","Completed","Cash","2023-01-02","08:05:00","2023-01-02","08:39:55"
"1927","8898","Matthew Johnson","62793","Boston","40.7808","-107.204","40.7364","-107.226","4.42","11.02","Cancelled","Cash","2023-01-02","08:06:00","2023-01-02","08:19:15"
